frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, AU09_c, AU23_r,s_confidence,fac_hapintsoft,fac_sadintsoft,fac_surintsoft,fac_feaintsoft,fac_angintsoft,fac_disintsoft,fac_conintsoft,fac_paiintsoft,fac_negintsoft,fac_posintsoft,neu_exp,fac_comlowintsoft,fac_comuppintsoft,cai_exp,fac_comintsoft,fac_happres,fac_sadpres,fac_surpres,fac_feapres,fac_angpres,fac_dispres,fac_conpres,fac_hapinthard,fac_sadinthard,fac_surinthard,fac_feainthard,fac_anginthard,fac_disinthard,fac_coninthard,fac_paiinthard,fac_neginthard,fac_posinthard,neu_exp_full,cai_exp_full,fac_comlowinthard,fac_comuppinthard,fac_cominthard,error_reason,dbm_master_url
1,0,0.0,0.98,1,0.37,0.29,1.44,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.16,0.34,0.04,0.03,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.15083333333333335,0.06166666666666667,0.15083333333333335,0.24,0,0,0.24,0.10833333333333335,0,0.06166666666666667,0,0.6033333333333334,0.15083333333333335,0.08619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.15083333333333335,0.0,Pass,sample_data/subj01_timepoint01.mp4
2,0,0.033,0.98,1,0.59,0.45,1.54,0.02,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.24,0.29,0.01,0.07,0.55,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9800000000000001,0,0.1775,0.09833333333333333,0.19777777777777775,0.24749999999999997,0,0,0.24749999999999997,0.12455555555555553,0,0.09833333333333333,0,0.721111111111111,0.4158333333333333,0.103015873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1775,0.0,Pass,sample_data/subj01_timepoint01.mp4
3,0,0.067,0.98,1,0.76,0.59,1.46,0.02,0.0,1.19,0.0,0.0,0.0,0.0,0.03,0.28,0.37,0.02,0.06,1.48,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.9800000000000001,0,0.18499999999999997,0.1125,0.16666666666666666,0.22083333333333333,0,0,0.22083333333333333,0.1145,0,0.1125,0,0.6849999999999999,0.4816666666666667,0.09785714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.18499999999999997,0.0,Pass,sample_data/subj01_timepoint01.mp4
4,0,0.1,0.98,1,0.8,0.7,1.42,0.02,0.0,1.03,0.0,0.0,0.0,0.0,0.03,0.33,0.37,0.12,0.08,2.29,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.9800000000000001,0,0.18499999999999997,0.125,0.16458333333333333,0.2041666666666667,0,0,0.2041666666666667,0.11074999999999999,0,0.125,0,0.67875,0.4733333333333333,0.09696428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.18499999999999997,0.0,Pass,sample_data/subj01_timepoint01.mp4
5,0,0.133,0.98,1,0.79,0.65,1.46,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.03,0.31,0.38,0.14,0.15,2.38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9800000000000001,0,0.24333333333333332,0.10833333333333334,0.17555555555555558,0.20916666666666664,0,0,0.20916666666666664,0.1256111111111111,0,0.10833333333333334,0,0.7363888888888889,0.5266666666666667,0.1051984126984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj01_timepoint01.mp4
6,0,0.16699999999999998,0.98,1,0.69,0.58,1.67,0.0,0.0,1.43,0.01,0.0,0.0,0.0,0.0,0.3,0.32,0.12,0.26,1.73,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.9800000000000001,0,0.2783333333333333,0.09666666666666666,0.20444444444444443,0.2583333333333333,0,0,0.2583333333333333,0.1482222222222222,0,0.09666666666666666,0,0.8377777777777777,0.6133333333333333,0.11968253968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj01_timepoint01.mp4
7,0,0.2,0.98,1,0.56,0.42,1.7,0.0,0.0,1.66,0.01,0.0,0.0,0.0,0.0,0.21,0.4,0.02,0.31,0.95,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19,0.9800000000000001,0,0.2833333333333333,0.06999999999999999,0.21000000000000002,0.27999999999999997,0,0,0.27999999999999997,0.15466666666666667,0,0.06999999999999999,0,0.8433333333333333,0.63,0.12047619047619047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj01_timepoint01.mp4
8,0,0.233,0.98,1,0.52,0.32,1.64,0.0,0.0,1.7,0.01,0.0,0.0,0.0,0.0,0.18,0.46,0.03,0.34,0.4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.9800000000000001,0,0.2733333333333333,0.05333333333333334,0.20333333333333334,0.2783333333333333,0,0,0.2783333333333333,0.151,0,0.05333333333333334,0,0.8083333333333333,0.61,0.11547619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj01_timepoint01.mp4
9,0,0.267,0.98,1,0.49,0.16,1.54,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.02,0.11,0.51,0.05,0.3,0.12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.9800000000000001,0,0.1691666666666667,0.08166666666666667,0.2038888888888889,0.26499999999999996,0,0,0.26499999999999996,0.12761111111111112,0,0.08166666666666667,0,0.7197222222222222,0.4425,0.10281746031746031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1691666666666667,0.0,Pass,sample_data/subj01_timepoint01.mp4
10,0,0.3,0.98,1,0.5,0.14,1.56,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.06,0.11,0.49,0.05,0.27,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.9800000000000001,0,0.17166666666666666,0.08333333333333333,0.20722222222222222,0.26916666666666667,0,0,0.26916666666666667,0.12961111111111112,0,0.08333333333333333,0,0.7313888888888889,0.44999999999999996,0.10448412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.17166666666666666,0.0,Pass,sample_data/subj01_timepoint01.mp4
11,0,0.33299999999999996,0.98,1,0.47,0.03,1.54,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.09,0.15,0.39,0.06,0.23,0.02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.9800000000000001,0,0.16749999999999998,0.07833333333333332,0.2061111111111111,0.27,0,0,0.27,0.12872222222222224,0,0.07833333333333332,0,0.7219444444444444,0.4508333333333333,0.10313492063492062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.16749999999999998,0.0,Pass,sample_data/subj01_timepoint01.mp4
12,0,0.36700000000000005,0.98,1,0.49,0.02,1.53,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.13,0.22,0.36,0.09,0.26,0.03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0,0.16833333333333333,0.08166666666666667,0.20833333333333334,0.27166666666666667,0,0,0.27166666666666667,0.12966666666666668,0,0.08166666666666667,0,0.73,0.45666666666666667,0.10428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.16833333333333333,0.0,Pass,sample_data/subj01_timepoint01.mp4
13,0,0.4,0.98,1,0.54,0.0,1.52,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.15,0.23,0.34,0.1,0.23,0.03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0,0.17166666666666666,0.09000000000000001,0.20666666666666667,0.26499999999999996,0,0,0.26499999999999996,0.12866666666666665,0,0.09000000000000001,0,0.7333333333333333,0.44833333333333336,0.10476190476190475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.17166666666666666,0.0,Pass,sample_data/subj01_timepoint01.mp4
14,0,0.433,0.98,1,0.58,0.06,1.49,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.13,0.22,0.4,0.08,0.22,0.03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0,0.1725,0.09666666666666666,0.2038888888888889,0.2575,0,0,0.2575,0.1267777777777778,0,0.09666666666666666,0,0.7305555555555556,0.43916666666666665,0.10436507936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1725,0.0,Pass,sample_data/subj01_timepoint01.mp4
15,0,0.467,0.98,1,0.59,0.16,1.56,0.0,0.0,1.52,0.03,0.0,0.0,0.0,0.07,0.19,0.37,0.05,0.13,0.02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0,0.17916666666666667,0.09833333333333333,0.2038888888888889,0.25666666666666665,0,0,0.25666666666666665,0.12794444444444447,0,0.09833333333333333,0,0.7380555555555555,0.4325,0.10543650793650793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.17916666666666667,0.0,Pass,sample_data/subj01_timepoint01.mp4
16,0,0.5,0.98,1,0.6,0.26,1.57,0.04,0.0,1.44,0.03,0.0,0.0,0.0,0.02,0.22,0.33,0.06,0.08,0.02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0,0.18083333333333332,0.09999999999999999,0.20055555555555554,0.2508333333333333,0,0,0.2508333333333333,0.12644444444444444,0,0.09999999999999999,0,0.7322222222222221,0.4208333333333333,0.10460317460317459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.18083333333333332,0.0,Pass,sample_data/subj01_timepoint01.mp4
17,0,0.5329999999999999,0.98,1,0.57,0.24,1.59,0.18,0.0,1.39,0.03,0.0,0.0,0.0,0.02,0.21,0.24,0.06,0.04,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0,0.18000000000000002,0.09499999999999999,0.19722222222222222,0.24833333333333332,0,0,0.24833333333333332,0.12511111111111112,0,0.09499999999999999,0,0.7205555555555555,0.4116666666666667,0.10293650793650792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.18000000000000002,0.0,Pass,sample_data/subj01_timepoint01.mp4
18,0,0.5670000000000001,0.98,1,0.51,0.18,1.55,0.18,0.0,1.55,0.0,0.0,0.0,0.0,0.02,0.18,0.16,0.09,0.03,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9800000000000001,0,0.17166666666666666,0.085,0.20055555555555557,0.25833333333333336,0,0,0.25833333333333336,0.12611111111111112,0,0.085,0,0.7155555555555555,0.43000000000000005,0.10222222222222221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.17166666666666666,0.0,Pass,sample_data/subj01_timepoint01.mp4
19,0,0.6,0.98,1,0.44,0.1,1.59,0.13,0.0,1.73,0.0,0.0,0.0,0.0,0.01,0.13,0.13,0.08,0.06,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.1691666666666667,0.07333333333333333,0.2088888888888889,0.27666666666666667,0,0,0.27666666666666667,0.13094444444444445,0,0.07333333333333333,0,0.7280555555555557,0.4575,0.10400793650793652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1691666666666667,0.0,Pass,sample_data/subj01_timepoint01.mp4
20,0,0.633,0.98,1,0.39,0.09,1.62,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.01,0.15,0.09,0.1,0.1,0.06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.1675,0.065,0.215,0.29000000000000004,0,0,0.29000000000000004,0.1345,0,0.065,0,0.7375,0.47750000000000004,0.10535714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1675,0.0,Pass,sample_data/subj01_timepoint01.mp4
21,0,0.667,0.98,1,0.4,0.12,1.65,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.01,0.11,0.07,0.05,0.12,0.06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.1708333333333333,0.06666666666666667,0.2072222222222222,0.2775,0,0,0.2775,0.1311111111111111,0,0.06666666666666667,0,0.7222222222222222,0.4508333333333333,0.10317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1708333333333333,0.0,Pass,sample_data/subj01_timepoint01.mp4
22,0,0.7,0.98,1,0.39,0.16,1.6,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.04,0.12,0.06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.16583333333333336,0.065,0.195,0.26,0,0,0.26,0.12416666666666668,0,0.065,0,0.6858333333333334,0.4191666666666667,0.09797619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.16583333333333336,0.0,Pass,sample_data/subj01_timepoint01.mp4
23,0,0.733,0.98,1,0.4,0.18,1.61,0.04,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.16,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.1675,0.06666666666666667,0.1675,0.26833333333333337,0,0,0.26833333333333337,0.12066666666666667,0,0.06666666666666667,0,0.6700000000000002,0.1675,0.09571428571428574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1675,0.0,Pass,sample_data/subj01_timepoint01.mp4
24,0,0.767,0.98,1,0.39,0.11,1.56,0.04,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.09,0.23,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.1625,0.065,0.1625,0.26,0,0,0.26,0.11699999999999999,0,0.065,0,0.65,0.1625,0.09285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1625,0.0,Pass,sample_data/subj01_timepoint01.mp4
25,0,0.8,0.98,1,0.41,0.05,1.57,0.04,0.0,1.35,0.02,0.0,0.0,0.0,0.0,0.06,0.1,0.11,0.29,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.165,0.06833333333333333,0.165,0.26166666666666666,0,0,0.26166666666666666,0.11833333333333333,0,0.06833333333333333,0,0.6599999999999999,0.165,0.09428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.165,0.0,Pass,sample_data/subj01_timepoint01.mp4
26,0,0.833,0.98,1,0.46,0.1,1.6,0.0,0.0,1.46,0.04,0.0,0.0,0.0,0.0,0.05,0.08,0.05,0.31,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.17166666666666666,0.07666666666666667,0.17166666666666666,0.26666666666666666,0,0,0.26666666666666666,0.122,0,0.07666666666666667,0,0.6866666666666668,0.17166666666666666,0.09809523809523811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.17166666666666666,0.0,Pass,sample_data/subj01_timepoint01.mp4
27,0,0.867,0.98,1,0.46,0.15,1.67,0.0,0.0,1.61,0.05,0.0,0.0,0.0,0.02,0.0,0.03,0.06,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.1775,0.07666666666666667,0.1775,0.2783333333333333,0,0,0.2783333333333333,0.12666666666666665,0,0.07666666666666667,0,0.71,0.1775,0.10142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1775,0.0,Pass,sample_data/subj01_timepoint01.mp4
28,0,0.9,0.98,1,0.4,0.21,1.6,0.0,0.0,1.64,0.04,0.0,0.0,0.0,0.09,0.02,0.07,0.09,0.29,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.26666666666666666,0,0,0.26666666666666666,0.12,0,0.06666666666666667,0,0.6666666666666667,0.16666666666666666,0.09523809523809525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.16666666666666666,0.0,Pass,sample_data/subj01_timepoint01.mp4
29,0,0.9329999999999999,0.98,1,0.33,0.1,1.53,0.0,0.0,1.72,0.02,0.0,0.0,0.0,0.09,0.05,0.06,0.11,0.26,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.155,0.055,0.155,0.255,0,0,0.255,0.11299999999999999,0,0.055,0,0.62,0.155,0.08857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.155,0.0,Pass,sample_data/subj01_timepoint01.mp4
30,0,0.9670000000000001,0.98,1,0.26,0.06,1.47,0.0,0.0,1.76,0.01,0.0,0.0,0.0,0.08,0.05,0.09,0.08,0.21,0.01,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.14416666666666667,0.043333333333333335,0.1938888888888889,0.26916666666666667,0,0,0.26916666666666667,0.12144444444444444,0,0.043333333333333335,0,0.6505555555555556,0.4375,0.09293650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.14416666666666667,0.0,Pass,sample_data/subj01_timepoint01.mp4
31,0,1.0,0.98,1,0.28,0.0,1.54,0.0,0.0,1.88,0.01,0.0,0.0,0.0,0.0,0.09,0.07,0.05,0.16,0.01,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.15166666666666667,0.04666666666666667,0.20555555555555557,0.285,0,0,0.285,0.12844444444444444,0,0.04666666666666667,0,0.6888888888888889,0.46499999999999997,0.09841269841269841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.15166666666666667,0.0,Pass,sample_data/subj01_timepoint01.mp4
32,0,1.033,0.98,1,0.2,0.0,1.49,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.06,0.11,0.01,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.14083333333333334,0.03333333333333333,0.19666666666666666,0.2783333333333333,0,0,0.2783333333333333,0.12316666666666667,0,0.03333333333333333,0,0.6491666666666667,0.4491666666666667,0.09273809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.14083333333333334,0.0,Pass,sample_data/subj01_timepoint01.mp4
33,0,1.067,0.98,1,0.2,0.0,1.53,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.04,0.15,0.06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.14416666666666667,0.03333333333333333,0.20277777777777778,0.28750000000000003,0,0,0.28750000000000003,0.12688888888888888,0,0.03333333333333333,0,0.6677777777777778,0.46416666666666667,0.0953968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.14416666666666667,0.0,Pass,sample_data/subj01_timepoint01.mp4
34,0,1.1,0.98,1,0.11,0.0,1.5,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.03,0.1,0.06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.13416666666666668,0.018333333333333333,0.19499999999999998,0.2833333333333333,0,0,0.2833333333333333,0.12250000000000001,0,0.018333333333333333,0,0.6308333333333334,0.4508333333333333,0.09011904761904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.13416666666666668,0.0,Pass,sample_data/subj01_timepoint01.mp4
35,0,1.133,0.98,1,0.08,0.0,1.56,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.19,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.26,0.0,0.29583333333333334,0.29583333333333334,0,0,0.29583333333333334,0.17033333333333336,0,0.0,0,0.8516666666666668,0.5916666666666667,0.12166666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj01_timepoint01.mp4
