frame,fac_asymmaskmouth,fac_asymmaskeyebrow,fac_asymmaskeye,fac_asymmaskcom,error_reason,face_id,timestamp,confidence,success,dbm_master_url
1,4.547524437061885,1.4672258693646554,1.7061930843815603,2.8396570184004055,pass,0,0.0,0.98,1,sample_data/subj01_timepoint02.mp4
2,5.247562352471401,1.6738357668567794,2.3989494274334935,3.4075460115082143,pass,0,0.033,0.98,1,sample_data/subj01_timepoint02.mp4
3,5.208100112856697,1.7775636892126905,2.1766452543386627,3.3480258355236323,pass,0,0.067,0.98,1,sample_data/subj01_timepoint02.mp4
4,5.354356762769271,1.9881183394356232,2.347474768237979,3.5189628636189556,pass,0,0.1,0.98,1,sample_data/subj01_timepoint02.mp4
5,5.092637084146123,1.7197910084465853,2.028953802044781,3.2375670804037155,pass,0,0.133,0.98,1,sample_data/subj01_timepoint02.mp4
6,4.954004254009184,1.640394753523236,1.861237272388127,3.1053384965272848,pass,0,0.16699999999999998,0.98,1,sample_data/subj01_timepoint02.mp4
7,4.6920549907135385,1.822706531561213,1.684025682439003,2.9870592988499154,pass,0,0.2,0.98,1,sample_data/subj01_timepoint02.mp4
8,4.448252731221022,1.5588055627657267,1.5010283425704498,2.7571694588957634,pass,0,0.233,0.98,1,sample_data/subj01_timepoint02.mp4
9,4.652606570097703,1.6217823948765677,1.7799435360992517,2.9478645132505252,pass,0,0.267,0.98,1,sample_data/subj01_timepoint02.mp4
10,4.601806634370195,1.7141071730230948,1.7045421486913195,2.9269600964328926,pass,0,0.3,0.98,1,sample_data/subj01_timepoint02.mp4
11,4.220177662684018,1.5600011478836255,1.628986216589335,2.7018602284434885,pass,0,0.33299999999999996,0.98,1,sample_data/subj01_timepoint02.mp4
12,4.404601457219481,1.6055524277565727,1.9055222510416525,2.87882670014677,pass,0,0.36700000000000005,0.98,1,sample_data/subj01_timepoint02.mp4
13,4.934762203126183,2.1565446085725286,2.334998661446408,3.382674349292134,pass,0,0.4,0.98,1,sample_data/subj01_timepoint02.mp4
14,4.371712732509923,1.7785251408906557,2.0592123852987503,2.9590316777013244,pass,0,0.433,0.98,1,sample_data/subj01_timepoint02.mp4
15,4.36876649006212,2.214582918519848,2.197311528418728,3.1161534570320297,pass,0,0.467,0.98,1,sample_data/subj01_timepoint02.mp4
16,4.125159336401058,1.9621105464071404,2.0658744768114157,2.9056354886375084,pass,0,0.5,0.98,1,sample_data/subj01_timepoint02.mp4
17,3.8414427135483153,1.8635484843224166,2.0366208837385495,2.751000496443679,pass,0,0.5329999999999999,0.98,1,sample_data/subj01_timepoint02.mp4
18,4.405143187030763,1.9827315851866576,2.1893988080761475,3.0679576984545407,pass,0,0.5670000000000001,0.98,1,sample_data/subj01_timepoint02.mp4
19,4.243746906386861,2.340420418017753,2.3059255988435723,3.1309279439076363,pass,0,0.6,0.98,1,sample_data/subj01_timepoint02.mp4
20,4.262485809331324,2.1774643406562415,2.3045765841105252,3.095508825399734,pass,0,0.633,0.98,1,sample_data/subj01_timepoint02.mp4
21,4.182125361876197,1.9893569021864903,2.306607845489413,3.012812340993605,pass,0,0.667,0.98,1,sample_data/subj01_timepoint02.mp4
22,3.704083547678481,1.8450710200840608,2.297331627113451,2.7706322760278344,pass,0,0.7,0.98,1,sample_data/subj01_timepoint02.mp4
23,4.094002041039884,2.2211068437345176,2.4514333879411776,3.082428993402038,pass,0,0.733,0.98,1,sample_data/subj01_timepoint02.mp4
24,4.182989187024973,2.3597757607974463,2.7656667947024123,3.255620687810605,pass,0,0.767,0.98,1,sample_data/subj01_timepoint02.mp4
25,3.7571137937627617,1.8473110367657768,2.5345752755024695,2.8684693256287255,pass,0,0.8,0.98,1,sample_data/subj01_timepoint02.mp4
26,3.2694148899942808,1.5554743115258065,2.053708803452324,2.4344707104366954,pass,0,0.833,0.98,1,sample_data/subj01_timepoint02.mp4
27,4.049066822883259,1.8063900591993878,2.4203068205639506,2.944543463286669,pass,0,0.867,0.98,1,sample_data/subj01_timepoint02.mp4
28,4.250026463599319,2.4234697730837973,2.5345172986190714,3.2276139139962083,pass,0,0.9,0.98,1,sample_data/subj01_timepoint02.mp4
29,4.319130904743464,1.90867895005176,2.627539621063691,3.1506147218204554,pass,0,0.9329999999999999,0.98,1,sample_data/subj01_timepoint02.mp4
30,4.092704607163235,2.1135213698053668,2.5533302697216786,3.085748701298041,pass,0,0.9670000000000001,0.98,1,sample_data/subj01_timepoint02.mp4
31,3.8548929817284656,1.9120443723682912,2.514575921021211,2.920359012726129,pass,0,1.0,0.98,1,sample_data/subj01_timepoint02.mp4
32,4.037215442184464,1.5927332424651364,2.48175576307391,2.9027328593813078,pass,0,1.033,0.98,1,sample_data/subj01_timepoint02.mp4
33,3.8525195573363304,1.5350235610262037,2.375949212752633,2.776366817912498,pass,0,1.067,0.98,1,sample_data/subj01_timepoint02.mp4
34,4.233302429978864,1.6159025336853357,2.421969447703192,2.972513094446144,pass,0,1.1,0.98,1,sample_data/subj01_timepoint02.mp4
35,4.292062514952484,1.8543556330676574,2.577153064695884,3.10901035121755,pass,0,1.133,0.98,1,sample_data/subj01_timepoint02.mp4
36,4.1063111441409585,1.8458512287024846,2.3021247268000713,2.9417101924968696,pass,0,1.167,0.98,1,sample_data/subj01_timepoint02.mp4
37,4.093452113919653,1.881246494628724,2.1809507534074,2.907344942365539,pass,0,1.2,0.98,1,sample_data/subj01_timepoint02.mp4
38,4.453402987468136,2.369127030254651,2.372686826074732,3.247841053024565,pass,0,1.2329999999999999,0.98,1,sample_data/subj01_timepoint02.mp4
39,3.7865560686416675,2.0528619147890828,2.099611060391583,2.7976012887067503,pass,0,1.2670000000000001,0.98,1,sample_data/subj01_timepoint02.mp4
40,4.416821448531118,1.7841122695482858,2.346251013992283,3.07013889578653,pass,0,1.3,0.98,1,sample_data/subj01_timepoint02.mp4
41,4.516245571653962,1.666727861883644,2.2089931032861645,3.0377664474929946,pass,0,1.3330000000000002,0.98,1,sample_data/subj01_timepoint02.mp4
42,4.616526292720184,1.9883431977015598,2.5341165179807743,3.267296075692311,pass,0,1.367,0.98,1,sample_data/subj01_timepoint02.mp4
43,5.028290921502217,1.879638668068612,2.286788541267081,3.3339606294717514,pass,0,1.4,0.98,1,sample_data/subj01_timepoint02.mp4
44,5.023851606072453,1.8963723022981192,2.336442529107284,3.352175238669154,pass,0,1.433,0.98,1,sample_data/subj01_timepoint02.mp4
45,4.877098592505368,1.7063724036054215,2.0778992308408175,3.1587392706902606,pass,0,1.4669999999999999,0.98,1,sample_data/subj01_timepoint02.mp4
46,5.27558792600765,1.9542644092596966,2.316206985385198,3.467014071930046,pass,0,1.5,0.98,1,sample_data/subj01_timepoint02.mp4
47,5.575664108724787,2.2202570097242154,2.435612356326424,3.701066950335681,pass,0,1.5330000000000001,0.98,1,sample_data/subj01_timepoint02.mp4
48,4.53159368082871,1.864766615405116,2.1650066462337114,3.0824538105819754,pass,0,1.567,0.98,1,sample_data/subj01_timepoint02.mp4
49,5.16998994118352,2.0221705904928795,2.378168093373803,3.4599884759039665,pass,0,1.6,0.98,1,sample_data/subj01_timepoint02.mp4
50,5.66460940240591,2.110518406709445,2.6292293413318295,3.770781226357131,pass,0,1.633,0.98,1,sample_data/subj01_timepoint02.mp4
51,5.49426594677078,2.191653722354933,1.8861517995777284,3.4857529991266993,pass,0,1.6669999999999998,0.98,1,sample_data/subj01_timepoint02.mp4
52,5.190232043184844,2.194262231660098,1.8107491880587494,3.334613822743776,pass,0,1.7,0.98,1,sample_data/subj01_timepoint02.mp4
53,4.96593679693812,2.5125807083832044,1.8597896351645467,3.339428196232013,pass,0,1.733,0.98,1,sample_data/subj01_timepoint02.mp4
54,4.8862868577725935,2.500877743235454,1.830495334845633,3.2935608203911486,pass,0,1.767,0.98,1,sample_data/subj01_timepoint02.mp4
55,4.713791713549323,2.7089687951331785,1.7466222027608296,3.2492058368750243,pass,0,1.8,0.98,1,sample_data/subj01_timepoint02.mp4
56,4.520247016522391,2.6298072416833977,1.7123323358644027,3.1360529660938177,pass,0,1.8330000000000002,0.98,1,sample_data/subj01_timepoint02.mp4
57,3.7442207967457604,2.188701103911217,1.5091859135546286,2.6290730197289442,pass,0,1.867,0.98,1,sample_data/subj01_timepoint02.mp4
58,4.290571710649062,1.9903268444200966,1.6387461360039968,2.847825511753524,pass,0,1.9,0.98,1,sample_data/subj01_timepoint02.mp4
59,4.3453483157207655,2.236367530290811,1.7543192898715916,2.972133679813144,pass,0,1.933,0.98,1,sample_data/subj01_timepoint02.mp4
60,4.101129780470476,2.1692576721805654,1.5837308437662287,2.7977742982770533,pass,0,1.9669999999999999,0.98,1,sample_data/subj01_timepoint02.mp4
61,3.7730630020217215,1.84975384089086,1.7836379616078393,2.638689525803953,pass,0,2.0,0.98,1,sample_data/subj01_timepoint02.mp4
62,4.004989236842316,2.4316842176778133,1.8101367789292773,2.8978502977212237,pass,0,2.033,0.98,1,sample_data/subj01_timepoint02.mp4
63,3.5473919628313166,1.7540954395771422,1.7059812434898614,2.493973703235548,pass,0,2.0669999999999997,0.98,1,sample_data/subj01_timepoint02.mp4
64,4.258629350325384,2.387601090422975,2.187264117246331,3.1121381556945225,pass,0,2.1,0.98,1,sample_data/subj01_timepoint02.mp4
65,3.954018784290671,1.9445114518855724,1.7219218226090804,2.7203283404951426,pass,0,2.133,0.98,1,sample_data/subj01_timepoint02.mp4
66,4.072786138685133,2.1101600203601625,1.9386679259812558,2.882373514061548,pass,0,2.167,0.98,1,sample_data/subj01_timepoint02.mp4
67,3.9519648481669147,2.5065786640405987,1.8336329524968633,2.902653148448395,pass,0,2.2,0.98,1,sample_data/subj01_timepoint02.mp4
68,3.3717839558302654,2.0330212789439237,2.017513551902324,2.591813650146088,pass,0,2.233,0.98,1,sample_data/subj01_timepoint02.mp4
69,4.092272853050046,1.9305829170472388,2.231349427128764,2.9357470511794292,pass,0,2.267,0.98,1,sample_data/subj01_timepoint02.mp4
70,4.242852018942298,2.2774486921137886,2.475641315622396,3.1675740792548273,pass,0,2.3,0.98,1,sample_data/subj01_timepoint02.mp4
71,4.328922806095516,1.7743676893183102,2.2385940693856488,2.996567647982609,pass,0,2.333,0.98,1,sample_data/subj01_timepoint02.mp4
72,3.7780236880554705,1.9679622497295213,2.0599524366694606,2.759142914374112,pass,0,2.367,0.98,1,sample_data/subj01_timepoint02.mp4
73,3.8419628612351855,1.7028673784004116,2.015702323563002,2.7023291433295555,pass,0,2.4,0.98,1,sample_data/subj01_timepoint02.mp4
74,4.036163677816448,1.9753979273510769,2.322027015277414,2.952550586892181,pass,0,2.4330000000000003,0.98,1,sample_data/subj01_timepoint02.mp4
75,3.559709256657545,1.5738055860782085,2.117357660908026,2.5816235762683974,pass,0,2.467,0.98,1,sample_data/subj01_timepoint02.mp4
76,3.78512382105022,1.6868945306750782,2.3006895731963435,2.764189508471327,pass,0,2.5,0.98,1,sample_data/subj01_timepoint02.mp4
77,3.8137412231366135,1.6855578187498197,2.200278096029993,2.7441782871064198,pass,0,2.533,0.98,1,sample_data/subj01_timepoint02.mp4
78,4.256171941432422,1.7117670155968732,2.346956068760477,2.983681422210873,pass,0,2.5669999999999997,0.98,1,sample_data/subj01_timepoint02.mp4
79,4.145035886400191,1.3640361256324847,2.203206410707068,2.799984535979282,pass,0,2.6,0.98,1,sample_data/subj01_timepoint02.mp4
80,4.532279178739063,1.893993721866893,2.521838063849015,3.2031173906495294,pass,0,2.633,0.98,1,sample_data/subj01_timepoint02.mp4
81,4.623801245120715,2.0147351919674157,2.3957545739837496,3.233611229721331,pass,0,2.667,0.98,1,sample_data/subj01_timepoint02.mp4
82,4.729456272909202,1.725734321428856,2.2959608339026727,3.1705308838859962,pass,0,2.7,0.98,1,sample_data/subj01_timepoint02.mp4
83,4.805473380762322,1.5256160936731245,2.131209765701999,3.097848742561905,pass,0,2.733,0.98,1,sample_data/subj01_timepoint02.mp4
84,4.855444398904712,1.8313244102091546,1.930489627607949,3.1359534214700617,pass,0,2.767,0.98,1,sample_data/subj01_timepoint02.mp4
85,5.332950603744923,2.102128551810787,2.2368455956565736,3.505016903313303,pass,0,2.8,0.98,1,sample_data/subj01_timepoint02.mp4
86,5.398019577011473,1.6988453881577208,1.9738587125285918,3.3432387280027336,pass,0,2.833,0.98,1,sample_data/subj01_timepoint02.mp4
87,5.694531329021664,1.8100903508917523,1.8443985219399905,3.4564786062248434,pass,0,2.867,0.98,1,sample_data/subj01_timepoint02.mp4
88,6.016710081335937,1.9742083126484524,2.3170123415760737,3.7845682243887473,pass,0,2.9,0.98,1,sample_data/subj01_timepoint02.mp4
89,5.993651638628917,2.053403297204292,2.204850939420984,3.7602808016620375,pass,0,2.9330000000000003,0.98,1,sample_data/subj01_timepoint02.mp4
90,6.314093794738546,2.4096784808190015,2.2318253701387145,3.9974786833071407,pass,0,2.967,0.98,1,sample_data/subj01_timepoint02.mp4
91,6.474569316824585,2.7923754389983513,2.565419331841603,4.271102511612528,pass,0,3.0,0.98,1,sample_data/subj01_timepoint02.mp4
92,6.850424548626233,2.9288010776248945,2.4472402140673286,4.427939108502016,pass,0,3.033,0.98,1,sample_data/subj01_timepoint02.mp4
93,6.821889940877641,3.034297708337456,2.800455902801069,4.555228604500781,pass,0,3.0669999999999997,0.98,1,sample_data/subj01_timepoint02.mp4
94,7.571815279838011,3.5326408656468082,3.1852127762210514,5.123631748645496,pass,0,3.1,0.98,1,sample_data/subj01_timepoint02.mp4
95,6.663134903734088,3.268155154871235,2.8028443749495096,4.550680065996102,pass,0,3.133,0.98,1,sample_data/subj01_timepoint02.mp4
96,7.211744906699414,3.5601753957604565,3.2367724930352906,4.995551115295228,pass,0,3.167,0.98,1,sample_data/subj01_timepoint02.mp4
97,7.425688927696962,3.519257358321439,3.4604964946856174,5.145514588489295,pass,0,3.2,0.98,1,sample_data/subj01_timepoint02.mp4
98,6.913402919504607,3.2645639470131043,3.0284454195367094,4.7263534530696125,pass,0,3.233,0.98,1,sample_data/subj01_timepoint02.mp4
99,7.0358600871424395,3.198106682553509,3.2199184459654746,4.820890778194731,pass,0,3.267,0.98,1,sample_data/subj01_timepoint02.mp4
100,6.484865674258436,3.332617248649027,2.9504191543048033,4.539185608586392,pass,0,3.3,0.98,1,sample_data/subj01_timepoint02.mp4
101,6.281294060929252,3.141307499792942,2.6922335340169994,4.321594273184249,pass,0,3.333,0.98,1,sample_data/subj01_timepoint02.mp4
102,5.3289683002785,2.6121286956101555,2.074007544905139,3.58612816577419,pass,0,3.367,0.98,1,sample_data/subj01_timepoint02.mp4
103,5.1388926514483835,2.4737479466332406,2.3705314818149996,3.5633194650338558,pass,0,3.4,0.98,1,sample_data/subj01_timepoint02.mp4
104,5.268734880080321,2.515136285974618,2.2683038328730145,3.596599129881776,pass,0,3.4330000000000003,0.98,1,sample_data/subj01_timepoint02.mp4
105,4.953311116458179,2.322101832800574,1.9776249613270707,3.3211972559805645,pass,0,3.467,0.98,1,sample_data/subj01_timepoint02.mp4
106,4.761047122207113,2.3874576107814893,2.0218950932439825,3.2714229258435923,pass,0,3.5,0.98,1,sample_data/subj01_timepoint02.mp4
107,4.695655530152857,2.154849898139748,1.8529486412449792,3.1293255568100773,pass,0,3.533,0.98,1,sample_data/subj01_timepoint02.mp4
108,4.834663191156207,2.164289658288188,2.084111678716005,3.2633380996308756,pass,0,3.5669999999999997,0.98,1,sample_data/subj01_timepoint02.mp4
109,5.655734958118098,2.922964360247138,2.816872552578244,4.040101935876312,pass,0,3.6,0.98,1,sample_data/subj01_timepoint02.mp4
110,5.901900559228491,2.622464095475027,2.988152354373966,4.118759951444573,pass,0,3.633,0.98,1,sample_data/subj01_timepoint02.mp4
111,5.784083843231556,2.4019855178437965,2.7491617405269477,3.9356615146438485,pass,0,3.667,0.98,1,sample_data/subj01_timepoint02.mp4
112,6.362154158736832,2.9356684337610224,3.4339925630341166,4.535764779837078,pass,0,3.7,0.98,1,sample_data/subj01_timepoint02.mp4
113,6.790101595818832,2.88061518066323,3.551492287877186,4.738570652480522,pass,0,3.733,0.98,1,sample_data/subj01_timepoint02.mp4
114,7.478893313087263,3.1862263174261427,3.7908957637005485,5.184613298633269,pass,0,3.767,0.98,1,sample_data/subj01_timepoint02.mp4
115,6.560484830550036,2.964727796876206,3.3658809951087902,4.605410715759686,pass,0,3.8,0.98,1,sample_data/subj01_timepoint02.mp4
116,5.825630696486306,2.276674971033229,2.79042824516249,3.9332099946332395,pass,0,3.833,0.98,1,sample_data/subj01_timepoint02.mp4
117,5.454569150639031,2.1353819376654717,2.384576330206642,3.611627414456814,pass,0,3.867,0.98,1,sample_data/subj01_timepoint02.mp4
118,5.866951285466454,2.43312152905175,2.6834943954545487,3.958009700090405,pass,0,3.9,0.98,1,sample_data/subj01_timepoint02.mp4
119,5.366681185677833,1.8476272108555825,2.284092364782522,3.467165248862932,pass,0,3.9330000000000003,0.98,1,sample_data/subj01_timepoint02.mp4
120,5.454896053142459,1.999235896940716,2.249612400169105,3.533316963729363,pass,0,3.967,0.98,1,sample_data/subj01_timepoint02.mp4
121,5.911289219827103,2.1042489121389596,2.397680344938296,3.7998758099442838,pass,0,4.0,0.98,1,sample_data/subj01_timepoint02.mp4
122,6.188388301123166,2.190037879144056,2.5235588826545157,3.9788762684543526,pass,0,4.033,0.98,1,sample_data/subj01_timepoint02.mp4
123,5.912259946334121,1.9703148952990073,2.288356540430929,3.73051543630282,pass,0,4.067,0.98,1,sample_data/subj01_timepoint02.mp4
124,5.68916263884532,1.945498974696127,2.197157025679395,3.6012493757010295,pass,0,4.1,0.98,1,sample_data/subj01_timepoint02.mp4
125,6.129488402375298,2.1296217416273553,2.449810114048977,3.914888242707002,pass,0,4.133,0.98,1,sample_data/subj01_timepoint02.mp4
126,5.932162465459426,2.246903858963092,2.4601044754324755,3.8659182037413533,pass,0,4.167,0.98,1,sample_data/subj01_timepoint02.mp4
127,5.810997198762674,2.274368168698292,2.682191940846408,3.892261583087963,pass,0,4.2,0.98,1,sample_data/subj01_timepoint02.mp4
128,5.107383354129569,1.8263060695768794,2.2148197758811774,3.330500833484632,pass,0,4.2330000000000005,0.98,1,sample_data/subj01_timepoint02.mp4
129,5.117817772965985,2.0057740717185406,2.1782387165586177,3.370570781140647,pass,0,4.2669999999999995,0.98,1,sample_data/subj01_timepoint02.mp4
130,4.629354895637947,1.4839302750545684,1.690211880487752,2.8734611485948913,pass,0,4.3,0.98,1,sample_data/subj01_timepoint02.mp4
131,4.65029451105481,1.6777026165566913,1.8812121994706612,2.9935864404234684,pass,0,4.333,0.98,1,sample_data/subj01_timepoint02.mp4
132,5.2854229373110275,1.7050480051695955,1.9577313012043012,3.2923690174506315,pass,0,4.367,0.98,1,sample_data/subj01_timepoint02.mp4
133,4.805983499646148,1.7073801609908397,1.7531642908193341,3.0265133972125997,pass,0,4.4,0.98,1,sample_data/subj01_timepoint02.mp4
134,5.069599153095731,1.8101656143963336,2.068416044751919,3.2641114508031066,pass,0,4.433,0.98,1,sample_data/subj01_timepoint02.mp4
135,4.598356810199974,1.2948773807367526,1.6558321667476348,2.7998018097773354,pass,0,4.467,0.98,1,sample_data/subj01_timepoint02.mp4
136,4.810618498091563,1.807353017274648,2.0592072514403523,3.1514187673551506,pass,0,4.5,0.98,1,sample_data/subj01_timepoint02.mp4
137,4.702972556424118,1.574595853273282,1.9897390296929247,3.0229049418903635,pass,0,4.533,0.98,1,sample_data/subj01_timepoint02.mp4
138,4.662878843224158,1.6022752889067147,1.8544561462415066,2.9705865298829406,pass,0,4.567,0.98,1,sample_data/subj01_timepoint02.mp4
139,5.019141626109155,1.861467969103872,2.0034754419312724,3.235859237156854,pass,0,4.6,0.98,1,sample_data/subj01_timepoint02.mp4
140,5.128135979927434,2.1152440622761763,2.137886389850611,3.3909803415738957,pass,0,4.633,0.98,1,sample_data/subj01_timepoint02.mp4
141,4.732756840022202,1.818175221635451,1.904939477960337,3.072766720848258,pass,0,4.667,0.98,1,sample_data/subj01_timepoint02.mp4
142,5.137357041720118,2.0438008041262408,2.088768818905001,3.360551224622219,pass,0,4.7,0.98,1,sample_data/subj01_timepoint02.mp4
143,4.723953057943401,1.8018191058220203,1.8830221049925455,3.057834348558557,pass,0,4.7330000000000005,0.98,1,sample_data/subj01_timepoint02.mp4
144,4.9937462373474375,1.5485150805469083,2.086931504458605,3.169164964645562,pass,0,4.7669999999999995,0.98,1,sample_data/subj01_timepoint02.mp4
145,5.261214058745763,2.0034908942515877,2.3569948696903817,3.486796639966649,pass,0,4.8,0.98,1,sample_data/subj01_timepoint02.mp4
146,6.450787631164264,2.2249575430253885,2.5458375271987497,4.10558494355966,pass,0,4.833,0.98,1,sample_data/subj01_timepoint02.mp4
147,5.607235545810497,1.7253267458831907,2.2558180210853864,3.5273382222322245,pass,0,4.867,0.98,1,sample_data/subj01_timepoint02.mp4
148,6.182607882608719,2.3017379381132668,2.757810546681513,4.079811370080272,pass,0,4.9,0.98,1,sample_data/subj01_timepoint02.mp4
149,6.221741619245811,2.2473529322092434,2.847672671957494,4.11035440246093,pass,0,4.933,0.98,1,sample_data/subj01_timepoint02.mp4
150,6.719147037790876,2.5165116395527836,3.046118101438516,4.453286479406422,pass,0,4.967,0.98,1,sample_data/subj01_timepoint02.mp4
151,6.483532299943261,2.4243105161266785,3.0760118985099023,4.33925696690731,pass,0,5.0,0.98,1,sample_data/subj01_timepoint02.mp4
152,6.725127371009933,3.0734330381326087,3.3568128114431226,4.700476896179013,pass,0,5.033,0.98,1,sample_data/subj01_timepoint02.mp4
153,6.5923172412538,2.802760630260293,3.378374518809944,4.5801362207469225,pass,0,5.067,0.98,1,sample_data/subj01_timepoint02.mp4
154,6.465059610308487,2.8859644153722717,3.1446084470264135,4.474628928499354,pass,0,5.1,0.98,1,sample_data/subj01_timepoint02.mp4
155,7.1131679360476445,3.3066074526117832,3.4638867538977727,4.959036909201405,pass,0,5.132999999999999,0.98,1,sample_data/subj01_timepoint02.mp4
156,6.665739544902602,2.953157891699571,3.1653745623573806,4.583365957466472,pass,0,5.167000000000001,0.98,1,sample_data/subj01_timepoint02.mp4
157,6.462449520196648,2.878470933272454,3.1251089021094565,4.4654002231890635,pass,0,5.2,0.98,1,sample_data/subj01_timepoint02.mp4
158,6.648224464251698,2.752058856247856,3.2368087133621906,4.5456285408118955,pass,0,5.233,0.98,1,sample_data/subj01_timepoint02.mp4
159,7.048258688543248,3.184259173815159,3.5522267001519,4.927406609385957,pass,0,5.267,0.98,1,sample_data/subj01_timepoint02.mp4
160,7.14796284123115,3.625138345646402,3.628531054081639,5.109504251714266,pass,0,5.3,0.98,1,sample_data/subj01_timepoint02.mp4
161,6.579294957712191,3.5143730287411117,3.4230117547153722,4.776015543878702,pass,0,5.332999999999999,0.98,1,sample_data/subj01_timepoint02.mp4
